name,title,activity_period,notable_deeds
殷汝耕,冀东防共自治政府政务长官,1935-1938,1935年11月在通州成立冀东防共自治政府，辖冀东22县（含唐山、丰润、滦县等地），公开投日，推行奴化教育，协助日军镇压抗日力量。
池宗墨,冀东防共自治政府秘书长/代理政务长官,1935-1938,殷汝耕的主要助手，参与冀东政府运作，后接替殷汝耕主持伪政府，协助日军在冀东地区征粮、抓夫、建立保甲制度。
赵雷,冀东保安队第一总队队长,1935-1937,原为国民党军警，投日后任冀东保安队队长，驻防唐山一带，协助日军清剿抗日游击队，参与镇压冀东抗日暴动。
李际春,冀东保安队第二总队队长,1935-1938,投靠日军后负责唐山地区治安，多次率部袭击冀东抗日联军，杀害抗日军民，后随伪政府改编。
张庆余,冀东保安队第三总队队长（后反正）,1935-1937,初期为冀东伪保安队军官，驻防通州，曾参与镇压抗日活动，但1937年通州事变中反正，击杀日军，后脱离伪职。
张砚田,冀东保安队第四总队队长,1935-1937,伪冀东保安队军官，驻防冀东地区，参与维持伪政权统治，后随通州事变反正。
韩则信,伪冀东政府唐山办事处主任,1936-1938,在唐山地区推行伪政府法令，组织汉奸团体，协助日军收集情报，镇压当地抗日活动。
王伯康,伪唐山商会会长,1937-1945,投靠日军，控制唐山商会，为日军筹集物资、摊派捐款，强迫商户悬挂伪旗，迫害爱国商人。
刘佐周,伪冀东自治政府警务厅长,1935-1938,负责冀东伪警察系统，在唐山、滦县等地建立伪警察所，抓捕抗日分子，协助日军进行“清乡”。
高景祚,伪丰润县知事,1938-1942,在丰润县（今属唐山市）推行伪政权，组织“自卫团”配合日军扫荡，强征民夫修筑炮楼，残害抗日家属。
李幼卿,伪滦县知事,1939-1943,在滦县（今属唐山市）任伪县长，积极为日军提供粮食和情报，参与“治安强化运动”，杀害多名抗日群众。
张仁蠡,伪冀东道尹（驻唐山）,1940-1944,作为伪河北省冀东道行政长官，驻唐山，统辖冀东各县伪政权，推行保甲连坐，组织汉奸武装“反共自卫团”。
姜鹏飞,伪冀东绥靖军司令,1941-1945,原东北军军官，投日后任伪绥靖军司令，驻唐山，率伪军多次进攻冀东八路军根据地，制造多起惨案。
李铁生,伪唐山警察局局长,1938-1943,在唐山市区任伪警察局长，残酷镇压工人罢工和学生运动，逮捕并刑讯抗日地下工作者。
王振纲,伪唐山地区“剿共”司令,1942-1945,组织汉奸武装，在唐山周边村庄进行“扫荡”，烧杀抢掠，杀害八路军伤员和村干部。
赵子谦,伪高各庄（今属唐山高地区）维持会会长,1940-1945,在唐山高各庄一带组织维持会，为日军带路，提供抗日人员名单，协助日军屠杀村民。
孙殿英,伪冀东保安司令（后投敌）,1943-1945,原国民党将领，1943年投日，任伪冀东保安司令，驻唐山，率部配合日军“扫荡”，但后期有动摇。
周文龙,伪唐山矿务局督办,1938-1945,管理唐山煤矿，强迫矿工为日军生产煤炭，克扣工资，镇压矿工罢工，致多起矿难。
陈志远,伪唐山教育督办,1939-1945,推行奴化教育，强制学校教授日语，删改历史教材，迫害爱国教师，组织学生参拜神社。
马国栋,伪唐山高地区联防队长,1941-1945,在唐山高地区（今开平区一带）组织伪联防队，配合日军“清乡”，杀害抗日积极分子，抢夺民财。
