name,title,activity_period,notable_deeds
沛县伪县长（姓名不详）,沛县伪县长,1938-1945,日军占领沛县后，出任伪县长，协助日军推行保甲制度、征粮派款，镇压抗日活动。
张振汉,伪沛县维持会会长,1938-1939,日军初占沛县时，组织维持会，为日军提供粮秣、民夫，并协助建立伪政权。
赵晋三,伪沛县保安大队长,1939-1945,率伪军配合日军扫荡沛县抗日根据地，捕杀抗日军民，掠夺财物。
刘汉生,伪沛县警察局长,1940-1945,在沛县城区设立特务机构，搜捕抗日地下人员，破坏中共地下组织。
王献臣,伪徐州道尹公署参议（沛县籍）,1941-1945,作为沛县籍汉奸，在徐州伪政权中任职，参与策划对沛县及湖西地区的“清剿”行动。
李景韩,伪沛县教育科长,1940-1945,推行奴化教育，强迫学校使用日伪教材，宣扬“中日亲善”，迫害爱国师生。
陈德馨,伪沛县税务局长,1939-1945,为日军征收苛捐杂税，强征粮食棉花，导致百姓负担沉重，并贪污中饱。
朱世昌,伪沛县新民会会长,1941-1945,组织新民会，开展“治安强化运动”，宣传“大东亚共荣”，诱骗青年参加伪军。
孙良诚（注：其部曾驻沛县）,伪第二方面军总司令（活动于徐州地区）,1942-1945,原国民党将领投敌后，所部驻防徐州及沛县一带，配合日军进攻湖西抗日根据地，烧杀抢掠。
郝鹏举（注：其部曾驻沛县周边）,伪淮海省保安司令（活动于徐州地区）,1943-1945,在徐州、沛县等地扩充伪军，围剿八路军游击队，制造多起惨案。
