"地区","姓名","职务","主要罪行","结局"
"阳新县","石星川","伪武汉特别市政府参议府副议长→伪汉口市市长","湖北阳新人[reference:4][reference:5]。早年留学日本，加入同盟会[reference:6]。1939年4月应日本驻汉军特务部长邀请出任伪职[reference:7]；1940年10月出任伪汉口市市长[reference:8]；与何佩瑢、张仁蠡、雷寿荣并称湖北“四大汉奸”[reference:9][reference:10]","1946年4月7日被湖北省高等法院判处死刑，后减为无期徒刑；1948年7月卒于狱中[reference:11]"
"阳新县","马振亚（马国昌）","阳新县第二区联保主任→汪伪“北保总队”中校总队长","阳新白沙马仲冲村人[reference:12]。1938年制造“项家山惨案”，杀害中共鄂南特委组织部长刘青、大冶中心县委宣传部长郭亮等十余人[reference:13][reference:14]。1942年公开投敌，任汪伪“北保总队”中校总队长，配合日军扫荡抗日根据地，杀害小箕乡柳林学生抗日突击队队员十余人[reference:15]","抗战胜利后化名潜逃；1959年被缉拿回阳新；1960年被依法执行死刑[reference:16]"
"阳新县","马华树","阳新县第二区区长","1938年与马振亚一同制造“项家山惨案”，后率部投靠日军，成为汉奸[reference:17][reference:18]","待考"
"阳新县","朱达泉","阳新“地方治安维持会”负责人","1938年10月率先投靠日军，拢络民族败类成立“地方治安维持会”，将沦陷区划分为十个区进行统治[reference:19][reference:20]","待考"
"阳新县","刘广滋","阳新“中央治安维持会”会长","1939年3月将“地方治安维持会”改名为“阳新中央治安维持会”，自任会长[reference:21][reference:22]","待考"
"阳新县","石先绪","伪阳新县政府县长","1941年7月30日受伪省政府派遣，在阳新成立伪县政府，出任县长[reference:23][reference:24][reference:25]","待考"
"阳新县","董修文","阳新“中央治安维持会”副会长","与刘广滋一同组织伪维持会[reference:26]","待考"
"阳新县","易长青","阳新“中央治安维持会”副会长","与刘广滋一同组织伪维持会[reference:27]","待考"
"阳新县","马骥","阳新伪统征处处长","伪维持会下辖统征处处长[reference:28]","待考"
"阳新县","石贯玉","阳新伪警察局局长","伪维持会下辖警察局局长[reference:29]","待考"
"阳新县","李名镛","阳新伪食盐戒烟局局长","伪维持会下辖食盐戒烟局局长[reference:30]","待考"
"阳新县","黄龙飞","伪阳新县政府/参议院筹备负责人","1940年受日军头目龟川扶持，筹备伪政府和伪参议院[reference:31]","待考"
"阳新县","阮宝山","日伪和平12师师部参谋→阳新自卫队团长","黄沙阮家墩人[reference:32]。先投靠国民党别动军，后在日伪和平12师任师部参谋，公开当汉奸[reference:33][reference:34]。日本投降后竟被国民党任命为阳新自卫队团长，屠杀无辜民众达千余人[reference:35]","1949年黄沙解放后被擒获[reference:36]"
"阳新县/阳瑞边","柯大满","汉奸","阳瑞边地区（阳新与瑞昌交界）汉奸，恶贯满盈[reference:37][reference:38]","1944年春被柯家塘武工队镇压[reference:39]"
"阳新县/阳瑞边","邓四拐子","汉奸","阳瑞边地区汉奸，恶贯满盈[reference:40][reference:41]","1944年春被柯家塘武工队镇压[reference:42]"
"阳新县","徐臣焰","汉奸（混入革命队伍）","混入革命队伍内的汉奸[reference:43]","1942年8月暗害徐宏义[reference:44]"
"大冶县","万伯涛","汉奸","大冶县汉奸，由湖北高等法院和大冶县司法处审理[reference:45][reference:46]","1946年4月被立案审理[reference:47]"
"大冶/鄂城/咸宁交界","成渠","地方武装头目→汉奸","大冶、鄂城、咸宁三县交界地方武装头目，曾带兵攻打日军，但在抗战胜利前夕倒戈投敌，成为汉奸[reference:48][reference:49]","待考"
"鄂城县（今鄂州）","杨缵绪","伪武昌治安维持会会长","湖北武昌（今鄂州）人[reference:50]。清帮头子[reference:51]。1938年10月出任伪武昌治安维持会会长[reference:52]；后成立“清帮华中总会”和“安清漕运团”，为日军运输军用物资[reference:53]","抗战胜利后以汉奸罪被捕，于武汉解放前死去[reference:54]"
"鄂城县（今鄂州）","胡秋保（胡秋宝）","日伪保安队班长","葛店镇魏家咀人，土匪出身[reference:55]。1938年鄂城沦陷后投敌，任日寇驻葛店镇警备队保安队班长，多次告密致使共产党人和革命同志惨遭毒手[reference:56][reference:57]","1942年被葛华区委锄奸小组用板斧砍死[reference:58]"
"鄂城县（今鄂州）","姜封远","华南乡汉奸","华南乡汉奸，向日军出卖情报，酿成“血战鸭儿湖”一案[reference:59][reference:60]","1941年8月被樊湖抗日民主政府判处死刑，沉入毛湖[reference:61]"
"鄂城县（今鄂州）","姜堂生","华南乡汉奸","与姜封远一同向日军出卖情报[reference:62][reference:63]","与姜封远一同被处决[reference:64]"
"鄂城县（今鄂州）","杨树南","华南乡汉奸","与姜封远一同向日军出卖情报[reference:65][reference:66]","与姜封远一同被处决[reference:67]"
"鄂城县（今鄂州）","董汉生","大汉奸","樊口地区大汉奸，得驻守樊口据点的日军大佐狄村青睐，大肆鱼肉群众，杀害抗日骨干[reference:68]","待考"
"鄂城县（今鄂州）","张静舟","伪鄂城一区区长","鄂城县城关至黄石一带伪一区区长[reference:69]","待考"
"黄石地区（日照籍，活动于黄石）","黄子恒","日军“青年协会”情报人员","山东日照人[reference:70]。被日本特务机关招募加入“青年协会”，1940年被派往南山头镇收集八路军和共产党政权情报[reference:71]","被八路军除奸队处决[reference:72]"
